ProbeID,Codeset.Name,Probe.Label,Analyte.Type,Is.Control,Control.Type,Related.Probes,Probe.Annotation,KEGG.Pathways,Cell.Type,Official.Gene.Name,Fusion.Probe.Type,Fusion.Base,SNV.Probe.Type,SNV.LocID,SNV.annot
NM_000688.4:2159,NS_Hs_HostResponse_v1.0,ALAS1,mRNA,1,Housekeeping,,,,,ALAS1,,,,,
NM_001083617.1:1860,NS_Hs_HostResponse_v1.0,RB1CC1,mRNA,0,,,Autophagy,hsa04211,,RB1CC1,,,,,
NM_000073.2:404,NS_Hs_HostResponse_v1.0,CD3G,mRNA,0,,,TCR Signaling;Phagocytosis,hsa04640;hsa04660;hsa05142;hsa05162;hsa05166,T-cells,CD3G,,,,,
NM_005026.3:2978,NS_Hs_HostResponse_v1.0,PIK3CD,mRNA,0,,,TNF Signaling;TCR Signaling;Myeloid Activation;BCR Signaling,hsa00562;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04261;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04620;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04921;hsa04923;hsa04930;hsa04931;hsa04932;hsa04933;hsa04960;hsa04973;hsa05100;hsa05142;hsa05145;hsa05146;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05169;hsa05200;hsa05203;hsa05205;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05230;hsa05231,,PIK3CD,,,,,
NM_014339.6:482,NS_Hs_HostResponse_v1.0,IL17RA,mRNA,0,,,IL-17 Signaling,hsa04060,,IL17RA,,,,,
NM_014398.3:878,NS_Hs_HostResponse_v1.0,LAMP3,mRNA,0,,,Lysosome,hsa04142,,LAMP3,,,,,
NM_015971.3:352,NS_Hs_HostResponse_v1.0,MRPS7,mRNA,1,Housekeeping,,,,,MRPS7,,,,,
NM_002228.3:1952,NS_Hs_HostResponse_v1.0,JUN,mRNA,0,,,Type I Interferon Signaling;TNF Signaling;TLR Signaling;TCR Signaling;NLR Signaling;Myeloid Activation;MAPK Signaling;BCR Signaling,hsa04010;hsa04012;hsa04024;hsa04310;hsa04380;hsa04510;hsa04620;hsa04660;hsa04662;hsa04668;hsa04722;hsa04912;hsa04915;hsa04921;hsa04932;hsa04933;hsa05030;hsa05031;hsa05120;hsa05132;hsa05133;hsa05140;hsa05142;hsa05161;hsa05164;hsa05166;hsa05168;hsa05169;hsa05200;hsa05203;hsa05210;hsa05211;hsa05231;hsa05321;hsa05323,,JUN,,,,,
NM_001134738.1:340,NS_Hs_HostResponse_v1.0,BCL6,mRNA,0,,,TH1 Differentiation;Other Interleukin Signaling,hsa04068;hsa05202,,BCL6,,,,,
NM_003010.2:771,NS_Hs_HostResponse_v1.0,MAP2K4,mRNA,0,,,TNF Signaling;TLR Signaling;Myeloid Inflammation;MAPK Signaling;IL-17 Signaling;IL-1 Signaling,hsa04010;hsa04012;hsa04620;hsa04664;hsa04668;hsa04912;hsa05120;hsa05142;hsa05161;hsa05164;hsa05166;hsa05169,,MAP2K4,,,,,
NM_030662.3:839,NS_Hs_HostResponse_v1.0,MAP2K2,mRNA,0,,,TLR Signaling;TCR Signaling;MAPK Signaling;BCR Signaling,hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04066;hsa04068;hsa04071;hsa04072;hsa04151;hsa04270;hsa04370;hsa04540;hsa04550;hsa04620;hsa04650;hsa04660;hsa04662;hsa04664;hsa04720;hsa04722;hsa04730;hsa04810;hsa04910;hsa04912;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa05020;hsa05161;hsa05164;hsa05200;hsa05205;hsa05206;hsa05211;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05230;hsa05231,,MAP2K2,,,,,
NM_002350.3:870,NS_Hs_HostResponse_v1.0,LYN,mRNA,0,,,NF-kappaB Signaling;Myeloid Activation;Mononuclear Cell Migration;Glycan Sensing;BCR Signaling,hsa04062;hsa04064;hsa04611;hsa04662;hsa04664;hsa04666;hsa04730;hsa05120;hsa05169;hsa05203,,LYN,,,,,
NM_003177.5:808,NS_Hs_HostResponse_v1.0,SYK,mRNA,0,,,NK Activity;NF-kappaB Signaling;Myeloid Activation;IL-2 Signaling;Glycan Sensing;BCR Signaling,hsa04064;hsa04072;hsa04151;hsa04380;hsa04611;hsa04650;hsa04662;hsa04664;hsa04666;hsa05152;hsa05169;hsa05203,,SYK,,,,,
NM_005211.3:1230,NS_Hs_HostResponse_v1.0,CSF1R,mRNA,0,,,Other Interleukin Signaling;Mononuclear Cell Migration,hsa04014;hsa04015;hsa04060;hsa04144;hsa04151;hsa04380;hsa04640;hsa05200;hsa05202,,CSF1R,,,,,
NM_005656.3:591,NS_Hs_HostResponse_v1.0,TMPRSS2,mRNA,0,,,Virus-Host Interaction,hsa05164;hsa05202,,TMPRSS2,,,,,
NM_002985.2:148,NS_Hs_HostResponse_v1.0,CCL5,mRNA,0,,,TNF Signaling;NLR Signaling;Myeloid Activation;Mononuclear Cell Migration;DNA Sensing;Chemokine Signaling,hsa04060;hsa04062;hsa04620;hsa04621;hsa04623;hsa04668;hsa05020;hsa05120;hsa05142;hsa05164;hsa05168;hsa05323,,CCL5,,,,,
NM_001315.2:792,NS_Hs_HostResponse_v1.0,MAPK14,mRNA,0,,,Type I Interferon Signaling;TNF Signaling;TLR Signaling;TH17 Differentiation;TCR Signaling;RNA Sensing;NLR Signaling;Myeloid Activation;Mononuclear Cell Migration;MAPK Signaling,hsa04010;hsa04015;hsa04068;hsa04071;hsa04261;hsa04370;hsa04380;hsa04550;hsa04611;hsa04620;hsa04621;hsa04622;hsa04660;hsa04664;hsa04668;hsa04670;hsa04722;hsa04723;hsa04728;hsa04750;hsa04912;hsa04914;hsa04917;hsa04933;hsa05014;hsa05120;hsa05131;hsa05132;hsa05133;hsa05140;hsa05142;hsa05145;hsa05152;hsa05160;hsa05164;hsa05169;hsa05205,,MAPK14,,,,,
NM_005465.4:287,NS_Hs_HostResponse_v1.0,AKT3,mRNA,0,,,TNF Signaling;TCR Signaling;BCR Signaling,hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04071;hsa04072;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04261;hsa04370;hsa04380;hsa04510;hsa04530;hsa04550;hsa04611;hsa04620;hsa04630;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04722;hsa04725;hsa04728;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04920;hsa04922;hsa04923;hsa04931;hsa04932;hsa04933;hsa04973;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05169;hsa05200;hsa05205;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05230;hsa05231,,AKT3,,,,,
NM_006074.4:938,NS_Hs_HostResponse_v1.0,TRIM22,mRNA,0,,,Type II Interferon Signaling,,,TRIM22,,,,,
NM_024318.3:1255,NS_Hs_HostResponse_v1.0,LILRA6,mRNA,0,,,BCR Signaling,hsa04380,,LILRA6,,,,,
NM_145725.2:720,NS_Hs_HostResponse_v1.0,TRAF3,mRNA,0,,,Type I Interferon Signaling;TNF Signaling;TLR Signaling;RNA Sensing;NLR Signaling;NF-kappaB Signaling;Inflammasomes,hsa04064;hsa04620;hsa04622;hsa04668;hsa05160;hsa05168;hsa05169;hsa05200;hsa05203;hsa05222,,TRAF3,,,,,
NM_004691.4:970,NS_Hs_HostResponse_v1.0,ATP6V0D1,mRNA,0,,,Phagocytosis;Lysosome,hsa04142;hsa04145;hsa05110;hsa05120;hsa05152;hsa05203;hsa05323,,ATP6V0D1,,,,,
NM_004458.2:385,NS_Hs_HostResponse_v1.0,ACSL4,mRNA,0,,,PPAR Signaling,hsa03320;hsa04146;hsa04920,,ACSL4,,,,,
NM_153497.2:614,NS_Hs_HostResponse_v1.0,TAB1,mRNA,0,,,TNF Signaling;TLR Signaling;NLR Signaling;NF-kappaB Signaling;IL-17 Signaling;Glycan Sensing;ALPK1 Signaling,hsa04010;hsa04064;hsa04380;hsa04620;hsa04621;hsa04668;hsa05140;hsa05145;hsa05168;hsa05169,,TAB1,,,,,
NM_138441.2:1185,NS_Hs_HostResponse_v1.0,CGAS,mRNA,0,,,DNA Sensing,hsa04623,,CGAS,,,,,
NM_001185158.1:380,NS_Hs_HostResponse_v1.0,IL24,mRNA,0,,,Other Interleukin Signaling;JAK-STAT Signaling,hsa04060;hsa04630,,IL24,,,,,
NM_001130524.1:1025,NS_Hs_HostResponse_v1.0,AP1M1,mRNA,0,,,Myeloid Activation;MHC Class II Antigen Presentation;Lysosome,hsa04142,,AP1M1,,,,,
NM_000594.2:383,NS_Hs_HostResponse_v1.0,TNF,mRNA,0,,,TNF Signaling;TH17 Differentiation;TGF-beta Signaling;TCR Signaling;RNA Sensing;Other Interleukin Signaling;NLR Signaling;NF-kappaB Signaling;Myeloid Activation;Mononuclear Cell Migration;Cytotoxicity;Apoptosis,hsa04010;hsa04060;hsa04064;hsa04071;hsa04150;hsa04210;hsa04350;hsa04380;hsa04612;hsa04620;hsa04621;hsa04622;hsa04640;hsa04650;hsa04660;hsa04664;hsa04668;hsa04920;hsa04930;hsa04931;hsa04932;hsa04933;hsa04940;hsa05010;hsa05014;hsa05133;hsa05134;hsa05140;hsa05142;hsa05143;hsa05144;hsa05145;hsa05146;hsa05152;hsa05160;hsa05161;hsa05164;hsa05166;hsa05168;hsa05205;hsa05310;hsa05321;hsa05322;hsa05323;hsa05330;hsa05332;hsa05410;hsa05414,,TNF,,,,,
NM_003265.2:772,NS_Hs_HostResponse_v1.0,TLR3,mRNA,0,,,TLR Signaling;Myeloid Activation;DNA Sensing,hsa04620;hsa05160;hsa05161;hsa05164;hsa05168,,TLR3,,,,,
NM_000576.2:560,NS_Hs_HostResponse_v1.0,IL1B,mRNA,0,,,TNF Signaling;TH17 Differentiation;NLR Signaling;NF-kappaB Signaling;Inflammasomes;IL-1 Signaling;Glycan Sensing;DNA Sensing,hsa04010;hsa04060;hsa04064;hsa04210;hsa04380;hsa04620;hsa04621;hsa04623;hsa04640;hsa04668;hsa04750;hsa04932;hsa04933;hsa04940;hsa05010;hsa05020;hsa05132;hsa05133;hsa05134;hsa05140;hsa05142;hsa05143;hsa05144;hsa05146;hsa05152;hsa05162;hsa05164;hsa05168;hsa05321;hsa05323;hsa05332,,IL1B,,,,,
NM_002416.1:87,NS_Hs_HostResponse_v1.0,CXCL9,mRNA,0,,,Chemokine Signaling,hsa04060;hsa04062;hsa04620,,CXCL9,,,,,
NM_006417.4:589,NS_Hs_HostResponse_v1.0,IFI44,mRNA,0,,,Interferon Response Genes,,,IFI44,,,,,
NM_052941.4:812,NS_Hs_HostResponse_v1.0,GBP4,mRNA,0,,,Type II Interferon Signaling;NLR Signaling,,,GBP4,,,,,
NM_080657.4:1037,NS_Hs_HostResponse_v1.0,RSAD2,mRNA,0,,,Type I Interferon Signaling,hsa05164,,RSAD2,,,,,
NM_000579.3:366,NS_Hs_HostResponse_v1.0,CCR5,mRNA,0,,,Virus-Host Interaction;Chemokine Signaling,hsa04060;hsa04062;hsa04144;hsa05145;hsa05203,,CCR5,,,,,
NM_000584.3:221,NS_Hs_HostResponse_v1.0,CXCL8,mRNA,0,,,TLR Signaling;Tissue Stress;RNA Sensing;NLR Signaling;NF-kappaB Signaling;Myeloid Activation;Chemokine Signaling,hsa04060;hsa04062;hsa04064;hsa04072;hsa04620;hsa04621;hsa04622;hsa04932;hsa04933;hsa05120;hsa05131;hsa05132;hsa05133;hsa05134;hsa05142;hsa05144;hsa05146;hsa05160;hsa05161;hsa05164;hsa05200;hsa05202;hsa05219;hsa05323,,CXCL8,,,,,
NM_003754.2:1015,NS_Hs_HostResponse_v1.0,EIF3F,mRNA,0,,,Virus-Host Interaction,,,EIF3F,,,,,
NM_002984.2:201,NS_Hs_HostResponse_v1.0,CCL4/L1/L2,mRNA,0,,,NF-kappaB Signaling;Mononuclear Cell Migration;DNA Sensing;Chemokine Signaling,hsa04060;hsa04062;hsa04064;hsa04620;hsa04623;hsa05132,,CCL4,,,,,
NM_153206.2:620,NS_Hs_HostResponse_v1.0,JAML,mRNA,0,,,Mononuclear Cell Migration,,,JAML,,,,,
NM_002995.2:266,NS_Hs_HostResponse_v1.0,XCL1/2,mRNA,0,,,Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062,NK cells,XCL1,,,,,
NM_181879.2:545,NS_Hs_HostResponse_v1.0,LILRA5,mRNA,0,,,BCR Signaling,hsa04380,,LILRA5,,,,,
NM_021268.2:291,NS_Hs_HostResponse_v1.0,IFNA4/7/10/17/21,mRNA,0,,,Type I Interferon Signaling;RNA Sensing;NLR Signaling;JAK-STAT Signaling;DNA Sensing,hsa04060;hsa04140;hsa04151;hsa04620;hsa04622;hsa04623;hsa04630;hsa04650;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168;hsa05320,,IFNA17,,,,,
NM_138473.2:833,NS_Hs_HostResponse_v1.0,SP1,mRNA,0,,,TGF-beta Signaling;Oxidative Stress Response,hsa04350;hsa04915;hsa05016;hsa05202;hsa05231,,SP1,,,,,
NM_172389.1:1984,NS_Hs_HostResponse_v1.0,NFATC1,mRNA,0,,,TCR Signaling;NK Activity;Glycan Sensing;BCR Signaling,hsa04010;hsa04022;hsa04024;hsa04310;hsa04380;hsa04650;hsa04660;hsa04662;hsa04921;hsa04933;hsa05161;hsa05166;hsa05321,,NFATC1,,,,,
NM_017983.5:1325,NS_Hs_HostResponse_v1.0,WIPI1,mRNA,0,,,Autophagy,,,WIPI1,,,,,
NM_001693.3:405,NS_Hs_HostResponse_v1.0,ATP6V1B2,mRNA,0,,,Phagocytosis,hsa04145;hsa05110;hsa05120;hsa05323,,ATP6V1B2,,,,,
NM_000925.3:555,NS_Hs_HostResponse_v1.0,PDHB,mRNA,0,,,HIF1A Signaling,hsa04066;hsa04922;hsa05230,,PDHB,,,,,
NM_002562.5:780,NS_Hs_HostResponse_v1.0,P2RX7,mRNA,0,,,NLR Signaling;Inflammasomes,hsa04020;hsa04080,,P2RX7,,,,,
NM_005880.3:370,NS_Hs_HostResponse_v1.0,DNAJA2,mRNA,0,,,Proteotoxic Stress,hsa04141,,DNAJA2,,,,,
NM_014294.5:1231,NS_Hs_HostResponse_v1.0,TRAM1,mRNA,0,,,Proteotoxic Stress,hsa04141,,TRAM1,,,,,
NM_001130682.1:995,NS_Hs_HostResponse_v1.0,GUCY1A1,mRNA,0,,,NO Signaling,hsa04022;hsa04270;hsa04540;hsa04611;hsa04713;hsa04730;hsa04921;hsa04924;hsa04970,,GUCY1A1,,,,,
NM_000629.2:782,NS_Hs_HostResponse_v1.0,IFNAR1,mRNA,0,,,Type I Interferon Signaling;NLR Signaling;JAK-STAT Signaling,hsa04060;hsa04151;hsa04380;hsa04620;hsa04630;hsa04650;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168,,IFNAR1,,,,,
NM_001250.4:196,NS_Hs_HostResponse_v1.0,CD40,mRNA,0,,,T-cell Costimulation;NF-kappaB Signaling;Immune Memory,hsa04060;hsa04064;hsa04514;hsa04620;hsa04672;hsa05144;hsa05145;hsa05166;hsa05169;hsa05202;hsa05310;hsa05320;hsa05322;hsa05330;hsa05340;hsa05416,,CD40,,,,,
NM_004168.2:1447,NS_Hs_HostResponse_v1.0,SDHA,mRNA,1,Housekeeping,,,,,SDHA,,,,,
NM_021133.3:1094,NS_Hs_HostResponse_v1.0,RNASEL,mRNA,0,,,Type I Interferon Signaling;NLR Signaling;Interferon Response Genes,hsa05160;hsa05164;hsa05168,,RNASEL,,,,,
NM_001136022.2:2296,NS_Hs_HostResponse_v1.0,NFATC4,mRNA,0,,,TCR Signaling;NK Activity,hsa04022;hsa04310;hsa04360;hsa04921;hsa05161;hsa05166,,NFATC4,,,,,
NM_001080400.1:1886,NS_Hs_HostResponse_v1.0,PLIN4,mRNA,0,,,PPAR Signaling,,,PLIN4,,,,,
NM_000063.5:730,NS_Hs_HostResponse_v1.0,C2,mRNA,0,,,Complement System,hsa04610;hsa05133;hsa05150;hsa05322,,C2,,,,,
NM_001665.3:575,NS_Hs_HostResponse_v1.0,RHOG,mRNA,0,,,Myeloid Activation;Coagulation,hsa05100;hsa05131;hsa05132,,RHOG,,,,,
NM_001150.2:2113,NS_Hs_HostResponse_v1.0,ANPEP,mRNA,0,,,Myeloid Activation;Angiotensin System,hsa04614;hsa04640,,ANPEP,,,,,
NM_006219.1:2945,NS_Hs_HostResponse_v1.0,PIK3CB,mRNA,0,,,TNF Signaling;TCR Signaling;BCR Signaling,hsa00562;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04261;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04620;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04921;hsa04923;hsa04930;hsa04931;hsa04932;hsa04933;hsa04960;hsa04973;hsa05100;hsa05142;hsa05145;hsa05146;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05169;hsa05200;hsa05203;hsa05205;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05230;hsa05231,,PIK3CB,,,,,
NM_000634.2:653,NS_Hs_HostResponse_v1.0,CXCR1,mRNA,0,,,Myeloid Activation;Chemokine Signaling,hsa04060;hsa04062;hsa04072;hsa04144;hsa05120,,CXCR1,,,,,
NM_000569.6:873,NS_Hs_HostResponse_v1.0,FCGR3A/B,mRNA,0,,,Phagocytosis;NK Activity,hsa04145;hsa04380;hsa04650;hsa04666;hsa05140;hsa05150;hsa05152;hsa05322,Neutrophils,FCGR3A,,,,,
NM_002982.3:250,NS_Hs_HostResponse_v1.0,CCL2,mRNA,0,,,TNF Signaling;Tissue Stress;NLR Signaling;Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062;hsa04621;hsa04668;hsa04933;hsa05142;hsa05144;hsa05164;hsa05168;hsa05323,,CCL2,,,,,
NM_004829.5:602,NS_Hs_HostResponse_v1.0,NCR1,mRNA,0,,,NK Activity,hsa04650,NK cells,NCR1,,,,,
NM_005623.2:497,NS_Hs_HostResponse_v1.0,CCL8,mRNA,0,,,Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062,,CCL8,,,,,
NM_006068.4:1280,NS_Hs_HostResponse_v1.0,TLR6,mRNA,0,,,TLR Signaling;Myeloid Activation;MHC Class I Antigen Presentation,hsa04145;hsa04620;hsa05142;hsa05152,,TLR6,,,,,
NM_012092.3:549,NS_Hs_HostResponse_v1.0,ICOS,mRNA,0,,,TCR Signaling;T-cell Costimulation,hsa04514;hsa04660;hsa04672;hsa05340,,ICOS,,,,,
NM_001767.3:687,NS_Hs_HostResponse_v1.0,CD2,mRNA,0,,,Myeloid Activation;Lymphocyte Trafficking,hsa04514;hsa04640,,CD2,,,,,
NM_021642.3:60,NS_Hs_HostResponse_v1.0,FCGR2A,mRNA,0,,,Phagocytosis;Myeloid Activation,hsa04145;hsa04380;hsa04611;hsa04666;hsa05140;hsa05150;hsa05152;hsa05322,,FCGR2A,,,,,
NM_003811.3:239,NS_Hs_HostResponse_v1.0,TNFSF9,mRNA,0,,,T-cell Costimulation;NF-kappaB Signaling;Immune Exhaustion,hsa04060,,TNFSF9,,,,,
NM_001014987.1:843,NS_Hs_HostResponse_v1.0,LAT,mRNA,0,,,TCR Signaling;NK Activity;NF-kappaB Signaling;Myeloid Activation,hsa04014;hsa04015;hsa04064;hsa04650;hsa04660;hsa04664;hsa04666,,LAT,,,,,
NM_001014336.1:349,NS_Hs_HostResponse_v1.0,IL31,mRNA,0,,,IL-6 Signaling,,,IL31,,,,,
NM_002209.2:1113,NS_Hs_HostResponse_v1.0,ITGAL,mRNA,0,,,NK Activity;Myeloid Activation;Lymphocyte Trafficking,hsa04015;hsa04514;hsa04650;hsa04670;hsa04810;hsa05144;hsa05150;hsa05166;hsa05169;hsa05323;hsa05416,,ITGAL,,,,,
NM_003152.3:2523,NS_Hs_HostResponse_v1.0,STAT5A,mRNA,0,,,Treg Differentiation;TH2 Differentiation;IL-2 Signaling,hsa04012;hsa04630;hsa04917;hsa04933;hsa05161;hsa05162;hsa05166;hsa05200;hsa05203;hsa05220;hsa05221,,STAT5A,,,,,
NM_001123041.2:743,NS_Hs_HostResponse_v1.0,CCR2,mRNA,0,,,Myeloid Activation;Mononuclear Cell Migration;Host Defense Peptides;Chemokine Signaling,hsa04060;hsa04062,,CCR2,,,,,
NM_002986.2:334,NS_Hs_HostResponse_v1.0,CCL11,mRNA,0,,,Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062;hsa05310,,CCL11,,,,,
NM_148672.2:236,NS_Hs_HostResponse_v1.0,CCL28,mRNA,0,,,Chemokine Signaling,hsa04060;hsa04062;hsa04672,,CCL28,,,,,
NM_001562.3:364,NS_Hs_HostResponse_v1.0,IL18,mRNA,0,,,NLR Signaling;Myeloid Activation;IL-1 Signaling;DNA Sensing,hsa04060;hsa04621;hsa04623;hsa05132;hsa05134;hsa05143;hsa05144;hsa05152;hsa05164;hsa05321;hsa05323,,IL18,,,,,
NM_147130.2:655,NS_Hs_HostResponse_v1.0,NCR3,mRNA,0,,,NK Activity,hsa04650,,NCR3,,,,,
NM_006564.1:983,NS_Hs_HostResponse_v1.0,CXCR6,mRNA,0,,,Chemokine Signaling,hsa04060;hsa04062,,CXCR6,,,,,
NM_000043.4:1089,NS_Hs_HostResponse_v1.0,FAS,mRNA,0,,,TNF Signaling;Cytotoxicity;Apoptosis,hsa04010;hsa04060;hsa04115;hsa04210;hsa04650;hsa04668;hsa04932;hsa04940;hsa05010;hsa05142;hsa05143;hsa05161;hsa05162;hsa05164;hsa05168;hsa05200;hsa05205;hsa05320;hsa05330;hsa05332,,FAS,,,,,
NM_004052.2:584,NS_Hs_HostResponse_v1.0,BNIP3,mRNA,0,,,Oxidative Stress Response,hsa04068;hsa05134,,BNIP3,,,,,
NM_004221.4:358,NS_Hs_HostResponse_v1.0,IL32,mRNA,0,,,Other Interleukin Signaling,,,IL32,,,,,
NM_014511.3:592,NS_Hs_HostResponse_v1.0,KIR2DL3,mRNA,0,,,NK Activity,hsa04612;hsa04650;hsa05332,NK CD56dim cells,KIR2DL3,,,,,
NM_001565.3:122,NS_Hs_HostResponse_v1.0,CXCL10,mRNA,0,,,TNF Signaling;RNA Sensing;Mononuclear Cell Migration;DNA Sensing;Chemokine Signaling,hsa04060;hsa04062;hsa04620;hsa04622;hsa04623;hsa04668;hsa05164,,CXCL10,,,,,
NM_002188.2:205,NS_Hs_HostResponse_v1.0,IL13,mRNA,0,,,TH2 Differentiation;Myeloid Inflammation;Myeloid Activation;JAK-STAT Signaling;IL-1 Signaling,hsa04060;hsa04630;hsa04664;hsa05162;hsa05310;hsa05321,,IL13,,,,,
NM_001838.3:995,NS_Hs_HostResponse_v1.0,CCR7,mRNA,0,,,Oxidative Stress Response;Immune Memory;Chemokine Signaling,hsa04060;hsa04062;hsa05202,,CCR7,,,,,
NM_001206704.1:1495,NS_Hs_HostResponse_v1.0,SP100,mRNA,0,,,Type II Interferon Signaling,hsa05168;hsa05203,,SP100,,,,,
NM_018295.3:377,NS_Hs_HostResponse_v1.0,TMEM140,mRNA,0,,,Interferon Response Genes,,,TMEM140,,,,,
NM_203372.1:1219,NS_Hs_HostResponse_v1.0,ACSL3,mRNA,0,,,PPAR Signaling,hsa03320;hsa04146;hsa04920,,ACSL3,,,,,
NM_002208.4:903,NS_Hs_HostResponse_v1.0,ITGAE,mRNA,0,,,Lymphocyte Trafficking,hsa04810,,ITGAE,,,,,
NM_033554.3:305,NS_Hs_HostResponse_v1.0,HLA-DPA1,mRNA,0,,,Type II Interferon Signaling;TCR Signaling;MHC Class II Antigen Presentation,hsa04145;hsa04514;hsa04612;hsa04672;hsa04940;hsa05140;hsa05145;hsa05150;hsa05152;hsa05164;hsa05166;hsa05168;hsa05169;hsa05310;hsa05320;hsa05321;hsa05322;hsa05323;hsa05330;hsa05332;hsa05416,,HLA-DPA1,,,,,
NM_000632.3:1400,NS_Hs_HostResponse_v1.0,ITGAM,mRNA,0,,,TLR Signaling;Other Interleukin Signaling;Myeloid Activation;Lymphocyte Trafficking;Complement System,hsa04015;hsa04145;hsa04514;hsa04610;hsa04640;hsa04670;hsa04810;hsa05133;hsa05134;hsa05140;hsa05146;hsa05150;hsa05152;hsa05202,,ITGAM,,,,,
NM_002990.4:169,NS_Hs_HostResponse_v1.0,CCL22,mRNA,0,,,Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062,,CCL22,,,,,
NM_005018.2:310,NS_Hs_HostResponse_v1.0,PDCD1,mRNA,0,,,TCR Signaling;T-cell Costimulation;Immune Exhaustion,hsa04514;hsa04660,,PDCD1,,,,,
NM_004833.1:870,NS_Hs_HostResponse_v1.0,AIM2,mRNA,0,,,NLR Signaling;Inflammasomes;DNA Sensing,hsa04623,,AIM2,,,,,
NM_000418.3:1014,NS_Hs_HostResponse_v1.0,IL4R,mRNA,0,,,TH2 Differentiation;Other Interleukin Signaling;Myeloid Activation;JAK-STAT Signaling,hsa04060;hsa04151;hsa04630;hsa04640;hsa05321,,IL4R,,,,,
NM_144701.2:1800,NS_Hs_HostResponse_v1.0,IL23R,mRNA,0,,,TH17 Differentiation;Other Interleukin Signaling;JAK-STAT Signaling,hsa04060;hsa04630;hsa05321,,IL23R,,,,,
NM_001256091.1:668,NS_Hs_HostResponse_v1.0,ATF2,mRNA,0,,,TNF Signaling;TLR Signaling;MAPK Signaling;IL-17 Signaling,hsa04010;hsa04022;hsa04151;hsa04211;hsa04261;hsa04668;hsa04728;hsa04915;hsa04918;hsa04922;hsa04925;hsa05030;hsa05031;hsa05034;hsa05161;hsa05164;hsa05166;hsa05169;hsa05203,,ATF2,,,,,
NM_002959.5:380,NS_Hs_HostResponse_v1.0,SORT1,mRNA,0,,,Lysosome,hsa04142;hsa04722,,SORT1,,,,,
NM_000628.4:760,NS_Hs_HostResponse_v1.0,IL10RB,mRNA,0,,,Type III Interferon Signaling;Treg Differentiation;Other Interleukin Signaling;JAK-STAT Signaling,hsa04060;hsa04630;hsa05145;hsa05152;hsa05169,,IL10RB,,,,,
NM_001979.5:1430,NS_Hs_HostResponse_v1.0,EPHX2,mRNA,0,,,Leukotriene and Prostaglandin Inflammation,hsa00590;hsa04146,,EPHX2,,,,,
NM_000930.3:1340,NS_Hs_HostResponse_v1.0,PLAT,mRNA,0,,,Complement System;Coagulation,hsa04610;hsa05202,,PLAT,,,,,
NM_000958.2:976,NS_Hs_HostResponse_v1.0,PTGER4,mRNA,0,,,Leukotriene and Prostaglandin Inflammation,hsa04080;hsa04750;hsa04924;hsa05200,Exhausted CD8,PTGER4,,,,,
